Time,xOut,yOut,zOut
50.0,329.0,364.0,377.0
100.0,329.0,364.0,377.0
150.0,329.0,364.0,377.0
200.0,330.0,364.0,377.0
250.0,329.0,364.0,377.0
300.0,329.0,364.0,376.0
350.0,329.0,364.0,377.0
400.0,329.0,364.0,376.0
450.0,329.0,364.0,377.0
500.0,329.0,364.0,377.0
550.0,329.0,364.0,377.0
600.0,329.0,364.0,376.0
650.0,329.0,364.0,377.0
700.0,329.0,364.0,377.0
750.0,329.0,364.0,377.0
800.0,329.0,364.0,377.0
850.0,329.0,364.0,376.0
900.0,329.0,364.0,377.0
950.0,329.0,364.0,377.0
1000.0,329.0,364.0,377.0
1050.0,329.0,364.0,377.0
1100.0,329.0,364.0,376.0
1150.0,329.0,364.0,377.0
1200.0,329.0,364.0,377.0
1250.0,329.0,364.0,377.0
1300.0,329.0,364.0,377.0
1350.0,329.0,364.0,377.0
1400.0,329.0,364.0,377.0
1451.0,329.0,364.0,377.0
1501.0,329.0,364.0,377.0
1551.0,329.0,364.0,377.0
1601.0,329.0,364.0,376.0
1651.0,329.0,364.0,377.0
1701.0,329.0,364.0,376.0
1751.0,329.0,364.0,377.0
1801.0,329.0,364.0,377.0
1851.0,329.0,364.0,377.0
1901.0,329.0,364.0,377.0
1951.0,329.0,364.0,377.0
2001.0,329.0,364.0,377.0
2051.0,329.0,364.0,377.0
2101.0,329.0,364.0,377.0
2151.0,329.0,364.0,377.0
2201.0,329.0,364.0,377.0
2251.0,329.0,364.0,376.0
2301.0,329.0,364.0,377.0
2351.0,329.0,364.0,377.0
2401.0,329.0,364.0,377.0
2451.0,329.0,364.0,377.0
2501.0,329.0,364.0,377.0
2551.0,329.0,364.0,377.0
2601.0,329.0,364.0,377.0
2651.0,329.0,364.0,377.0
2701.0,329.0,364.0,377.0
2751.0,329.0,364.0,376.0
2801.0,330.0,364.0,377.0
2851.0,329.0,364.0,377.0
2902.0,329.0,364.0,377.0
2952.0,329.0,364.0,377.0
3002.0,329.0,364.0,377.0
3052.0,329.0,364.0,377.0
3102.0,329.0,364.0,377.0
3152.0,330.0,364.0,377.0
3202.0,329.0,364.0,377.0
3252.0,329.0,364.0,377.0
3302.0,329.0,364.0,377.0
3352.0,329.0,364.0,377.0
3402.0,329.0,364.0,377.0
3452.0,329.0,364.0,377.0
3502.0,329.0,364.0,377.0
3552.0,329.0,364.0,377.0
3602.0,329.0,364.0,377.0
3652.0,329.0,364.0,377.0
3702.0,329.0,364.0,377.0
3752.0,329.0,364.0,377.0
3802.0,329.0,364.0,377.0
3852.0,329.0,364.0,377.0
3902.0,329.0,364.0,377.0
3952.0,329.0,364.0,377.0
4002.0,329.0,364.0,377.0
4052.0,329.0,364.0,377.0
4102.0,329.0,364.0,377.0
4152.0,329.0,364.0,377.0
4202.0,329.0,364.0,377.0
4252.0,329.0,364.0,377.0
4302.0,329.0,364.0,377.0
4352.0,329.0,364.0,377.0
4402.0,329.0,364.0,377.0
4452.0,329.0,364.0,376.0
4502.0,329.0,363.0,377.0
4552.0,329.0,364.0,377.0
4602.0,329.0,364.0,377.0
4652.0,329.0,364.0,376.0
4702.0,329.0,363.0,377.0
4752.0,329.0,364.0,377.0
4802.0,329.0,364.0,377.0
4852.0,329.0,363.0,376.0
4902.0,329.0,364.0,377.0
4952.0,329.0,364.0,377.0
5002.0,329.0,363.0,377.0
5052.0,329.0,363.0,377.0
5102.0,325.0,366.0,361.0
5152.0,333.0,361.0,392.0
5202.0,334.0,378.0,369.0
5252.0,331.0,347.0,388.0
5302.0,335.0,341.0,393.0
5352.0,327.0,347.0,397.0
5402.0,333.0,346.0,400.0
5452.0,331.0,344.0,391.0
5502.0,335.0,351.0,395.0
5552.0,331.0,344.0,386.0
5602.0,330.0,340.0,388.0
5652.0,338.0,346.0,393.0
5702.0,337.0,340.0,386.0
5752.0,333.0,337.0,386.0
5803.0,333.0,343.0,390.0
5853.0,346.0,343.0,387.0
5903.0,340.0,339.0,387.0
5953.0,338.0,341.0,381.0
6003.0,348.0,327.0,383.0
6053.0,338.0,340.0,388.0
6103.0,344.0,327.0,387.0
6153.0,337.0,343.0,391.0
6203.0,339.0,329.0,386.0
6253.0,339.0,338.0,385.0
6303.0,341.0,329.0,386.0
6353.0,336.0,337.0,387.0
6403.0,342.0,328.0,388.0
6453.0,337.0,335.0,385.0
6503.0,333.0,328.0,395.0
6553.0,350.0,328.0,381.0
6603.0,339.0,329.0,389.0
6653.0,337.0,328.0,390.0
6703.0,337.0,330.0,390.0
6753.0,340.0,329.0,389.0
6803.0,336.0,331.0,387.0
6853.0,339.0,328.0,390.0
6903.0,335.0,331.0,390.0
6953.0,339.0,329.0,391.0
7003.0,336.0,333.0,388.0
Time,xOut,yOut,zOut
Time,xOut,yOut,zOut
50.0,335.0,357.0,383.0
100.0,335.0,357.0,382.0
150.0,335.0,358.0,383.0
200.0,335.0,357.0,383.0
250.0,335.0,357.0,383.0
300.0,335.0,357.0,382.0
350.0,335.0,357.0,383.0
400.0,335.0,357.0,382.0
450.0,335.0,357.0,383.0
500.0,335.0,358.0,382.0
550.0,335.0,357.0,382.0
600.0,335.0,358.0,383.0
650.0,335.0,357.0,383.0
700.0,335.0,357.0,383.0
750.0,335.0,358.0,382.0
800.0,335.0,357.0,383.0
850.0,335.0,358.0,383.0
900.0,335.0,357.0,383.0
950.0,335.0,357.0,383.0
1000.0,335.0,357.0,383.0
1050.0,335.0,358.0,383.0
1100.0,335.0,357.0,383.0
1150.0,335.0,357.0,382.0
1200.0,335.0,358.0,383.0
1250.0,335.0,357.0,382.0
1300.0,335.0,357.0,383.0
1350.0,335.0,358.0,383.0
1400.0,335.0,358.0,382.0
1451.0,335.0,357.0,382.0
1501.0,335.0,357.0,382.0
1551.0,335.0,358.0,382.0
1601.0,335.0,357.0,382.0
1651.0,335.0,357.0,383.0
1701.0,335.0,358.0,382.0
1751.0,335.0,357.0,383.0
1801.0,335.0,357.0,382.0
1851.0,335.0,358.0,382.0
1901.0,335.0,357.0,383.0
1951.0,335.0,357.0,382.0
2001.0,335.0,357.0,383.0
2051.0,335.0,358.0,383.0
2101.0,335.0,358.0,383.0
2151.0,335.0,357.0,382.0
2201.0,335.0,357.0,382.0
2251.0,335.0,357.0,382.0
2301.0,335.0,357.0,383.0
2351.0,335.0,358.0,383.0
2401.0,335.0,357.0,382.0
2451.0,335.0,357.0,383.0
2501.0,335.0,358.0,383.0
2551.0,335.0,357.0,383.0
2601.0,335.0,358.0,382.0
2651.0,335.0,357.0,382.0
2701.0,335.0,358.0,382.0
2751.0,335.0,358.0,382.0
2801.0,335.0,357.0,382.0
2851.0,335.0,357.0,383.0
2902.0,335.0,357.0,382.0
2952.0,335.0,357.0,383.0
3002.0,335.0,358.0,383.0
3052.0,335.0,357.0,382.0
3102.0,335.0,358.0,382.0
3152.0,335.0,358.0,383.0
3202.0,335.0,357.0,383.0
3252.0,335.0,357.0,383.0
3302.0,335.0,357.0,383.0
3352.0,335.0,358.0,382.0
3402.0,335.0,357.0,382.0
3452.0,335.0,357.0,383.0
3502.0,335.0,358.0,383.0
3552.0,335.0,358.0,383.0
3602.0,335.0,357.0,383.0
3652.0,335.0,357.0,382.0
3702.0,335.0,358.0,383.0
3752.0,335.0,357.0,383.0
3802.0,335.0,358.0,383.0
3852.0,335.0,357.0,383.0
3902.0,335.0,357.0,383.0
3952.0,335.0,357.0,382.0
4002.0,335.0,357.0,383.0
4052.0,335.0,357.0,383.0
4102.0,335.0,357.0,383.0
4152.0,335.0,357.0,382.0
4202.0,335.0,358.0,383.0
4252.0,335.0,357.0,382.0
4302.0,335.0,357.0,383.0
4352.0,335.0,357.0,382.0
4402.0,335.0,358.0,383.0
4452.0,335.0,358.0,382.0
4502.0,335.0,357.0,382.0
4552.0,335.0,357.0,383.0
4602.0,335.0,357.0,383.0
4652.0,335.0,357.0,383.0
4702.0,335.0,357.0,383.0
4752.0,335.0,358.0,382.0
4802.0,335.0,357.0,382.0
4852.0,335.0,358.0,382.0
4902.0,335.0,358.0,383.0
4952.0,335.0,357.0,382.0
5002.0,335.0,358.0,383.0
5052.0,335.0,358.0,383.0
5102.0,335.0,357.0,382.0
5152.0,335.0,357.0,382.0
5202.0,335.0,357.0,382.0
5252.0,335.0,357.0,383.0
5302.0,335.0,357.0,383.0
5352.0,335.0,358.0,383.0
5402.0,335.0,357.0,383.0
5452.0,335.0,357.0,383.0
5502.0,335.0,357.0,383.0
5552.0,335.0,357.0,382.0
5602.0,335.0,357.0,383.0
5652.0,335.0,358.0,383.0
5702.0,335.0,357.0,382.0
5752.0,335.0,357.0,383.0
5803.0,335.0,358.0,382.0
5853.0,335.0,358.0,382.0
5903.0,335.0,357.0,383.0
5953.0,335.0,357.0,382.0
6003.0,335.0,357.0,382.0
6053.0,335.0,357.0,383.0
6103.0,335.0,358.0,383.0
6153.0,335.0,358.0,382.0
6203.0,335.0,357.0,383.0
6253.0,335.0,358.0,383.0
6303.0,335.0,358.0,383.0
6353.0,335.0,357.0,382.0
6403.0,335.0,357.0,382.0
6453.0,335.0,357.0,382.0
6503.0,335.0,358.0,382.0
6553.0,335.0,357.0,383.0
6603.0,335.0,358.0,383.0
6653.0,335.0,357.0,383.0
6703.0,335.0,358.0,383.0
6753.0,335.0,357.0,382.0
6803.0,335.0,357.0,382.0
6853.0,334.0,358.0,383.0
6903.0,334.0,357.0,383.0
6953.0,334.0,357.0,382.0
7003.0,335.0,357.0,382.0
7053.0,335.0,357.0,383.0
7103.0,334.0,357.0,382.0
7153.0,335.0,357.0,382.0
7203.0,335.0,357.0,383.0
7254.0,335.0,357.0,383.0
7304.0,334.0,356.0,381.0
7354.0,335.0,358.0,382.0
7404.0,335.0,359.0,384.0
7454.0,335.0,357.0,383.0
7504.0,335.0,357.0,382.0
7554.0,335.0,358.0,383.0
7604.0,335.0,357.0,382.0
7654.0,335.0,357.0,382.0
7704.0,335.0,358.0,383.0
7754.0,307.0,303.0,423.0
7804.0,331.0,372.0,392.0
7854.0,341.0,340.0,390.0
7904.0,339.0,337.0,391.0
7954.0,342.0,332.0,396.0
8004.0,338.0,324.0,403.0
8054.0,342.0,346.0,384.0
8104.0,340.0,327.0,392.0
8154.0,339.0,341.0,387.0
8204.0,337.0,337.0,392.0
8254.0,342.0,315.0,411.0
8304.0,331.0,345.0,384.0
8354.0,349.0,333.0,393.0
8404.0,333.0,336.0,394.0
8454.0,333.0,325.0,403.0
8504.0,328.0,338.0,390.0
8554.0,339.0,332.0,410.0
8604.0,337.0,336.0,395.0
8654.0,327.0,336.0,389.0
8704.0,341.0,340.0,379.0
8754.0,321.0,327.0,393.0
8804.0,334.0,328.0,384.0
8854.0,326.0,335.0,386.0
8904.0,331.0,330.0,396.0
8954.0,322.0,319.0,400.0
9004.0,323.0,330.0,393.0
9054.0,329.0,322.0,393.0
9104.0,329.0,327.0,395.0
9154.0,328.0,320.0,391.0
9204.0,333.0,330.0,392.0
9254.0,330.0,317.0,392.0
9304.0,331.0,325.0,392.0
9354.0,325.0,318.0,395.0
9404.0,334.0,320.0,392.0
9454.0,325.0,325.0,394.0
9504.0,330.0,317.0,393.0
9554.0,331.0,324.0,392.0
9604.0,326.0,317.0,394.0
9654.0,332.0,318.0,391.0
9704.0,324.0,320.0,392.0
9754.0,331.0,314.0,392.0
9804.0,329.0,320.0,392.0
9854.0,329.0,311.0,391.0
9904.0,329.0,319.0,390.0
9954.0,326.0,314.0,391.0
10004.0,332.0,310.0,391.0
10054.0,330.0,316.0,392.0
10104.0,328.0,312.0,393.0
10155.0,330.0,316.0,392.0
10205.0,329.0,316.0,391.0
10255.0,331.0,317.0,392.0
10305.0,330.0,316.0,392.0
10355.0,332.0,315.0,391.0
10405.0,331.0,318.0,393.0
10455.0,329.0,312.0,391.0
10505.0,332.0,316.0,391.0
10555.0,330.0,310.0,392.0
10605.0,330.0,314.0,391.0
10655.0,331.0,317.0,392.0
10705.0,328.0,312.0,391.0
10755.0,331.0,314.0,392.0
10805.0,331.0,313.0,391.0
10855.0,330.0,314.0,391.0
10905.0,331.0,312.0,391.0
10955.0,331.0,314.0,392.0
11005.0,332.0,315.0,391.0
11055.0,330.0,313.0,391.0
11105.0,332.0,314.0,392.0
11155.0,332.0,314.0,391.0
11205.0,332.0,314.0,391.0
11255.0,329.0,318.0,391.0
11305.0,335.0,311.0,391.0
11355.0,330.0,317.0,392.0
11405.0,333.0,323.0,392.0
11455.0,331.0,318.0,394.0
11505.0,329.0,322.0,392.0
11555.0,338.0,332.0,395.0
11606.0,328.0,333.0,389.0
11656.0,332.0,351.0,385.0
11706.0,330.0,341.0,395.0
11756.0,327.0,353.0,380.0
11806.0,332.0,354.0,390.0
11856.0,326.0,363.0,363.0
11906.0,323.0,364.0,385.0
11956.0,318.0,369.0,374.0
12006.0,318.0,367.0,371.0
12056.0,308.0,376.0,386.0
12106.0,320.0,368.0,362.0
12156.0,308.0,373.0,362.0
12206.0,315.0,374.0,361.0
12256.0,310.0,385.0,350.0
12306.0,292.0,389.0,344.0
12356.0,313.0,382.0,346.0
12406.0,309.0,392.0,332.0
12456.0,315.0,384.0,333.0
12506.0,313.0,386.0,318.0
12556.0,308.0,383.0,316.0
12606.0,298.0,385.0,305.0
12656.0,313.0,389.0,306.0
12706.0,306.0,366.0,299.0
12756.0,311.0,384.0,308.0
12806.0,315.0,369.0,281.0
12856.0,315.0,360.0,285.0
12906.0,300.0,382.0,298.0
12956.0,299.0,354.0,281.0
13006.0,309.0,352.0,280.0
13056.0,296.0,352.0,276.0
13106.0,311.0,351.0,270.0
13156.0,314.0,361.0,277.0
13206.0,310.0,364.0,277.0
13256.0,314.0,357.0,273.0
13306.0,314.0,362.0,274.0
13356.0,305.0,350.0,277.0
13406.0,307.0,357.0,274.0
13456.0,299.0,345.0,276.0
13506.0,308.0,350.0,277.0
13556.0,307.0,364.0,272.0
13606.0,305.0,342.0,275.0
13656.0,308.0,363.0,272.0
13706.0,304.0,352.0,277.0
13756.0,309.0,345.0,274.0
13806.0,305.0,367.0,277.0
13856.0,303.0,352.0,275.0
13906.0,312.0,374.0,274.0
13956.0,303.0,359.0,283.0
14006.0,303.0,364.0,280.0
14056.0,312.0,370.0,278.0
14106.0,303.0,358.0,280.0
14156.0,303.0,368.0,281.0
14206.0,304.0,362.0,281.0
14256.0,307.0,367.0,281.0
14306.0,307.0,366.0,284.0
14356.0,309.0,365.0,281.0
14406.0,306.0,369.0,284.0
14456.0,303.0,368.0,285.0
14507.0,306.0,371.0,285.0
14557.0,305.0,368.0,287.0
14607.0,308.0,370.0,288.0
14657.0,307.0,373.0,290.0
14707.0,310.0,378.0,293.0
14757.0,308.0,377.0,294.0
14807.0,308.0,377.0,297.0
14857.0,310.0,382.0,302.0
14907.0,312.0,377.0,303.0
14957.0,304.0,382.0,306.0
15007.0,308.0,377.0,302.0
15057.0,311.0,387.0,313.0
15107.0,417.0,295.0,412.0
15157.0,319.0,382.0,340.0
15207.0,316.0,416.0,358.0
15257.0,325.0,406.0,371.0
15307.0,328.0,382.0,353.0
15357.0,325.0,372.0,341.0
15407.0,323.0,380.0,351.0
15457.0,323.0,389.0,361.0
15507.0,325.0,387.0,359.0
15557.0,327.0,380.0,355.0
15607.0,326.0,379.0,354.0
15657.0,325.0,382.0,359.0
15707.0,325.0,383.0,360.0
15757.0,326.0,380.0,360.0
15807.0,326.0,379.0,359.0
15857.0,326.0,381.0,360.0
15907.0,327.0,380.0,362.0
15958.0,327.0,379.0,361.0
16008.0,326.0,380.0,361.0
16058.0,326.0,380.0,363.0
16108.0,327.0,378.0,362.0
16158.0,327.0,377.0,361.0
16208.0,327.0,379.0,363.0
16258.0,326.0,379.0,364.0
16308.0,327.0,378.0,364.0
16358.0,327.0,377.0,363.0
16408.0,327.0,377.0,363.0
16458.0,327.0,378.0,364.0
16508.0,327.0,378.0,365.0
16558.0,327.0,377.0,364.0
16608.0,327.0,377.0,364.0
16658.0,328.0,377.0,364.0
16708.0,328.0,377.0,365.0
16758.0,327.0,377.0,365.0
16808.0,328.0,376.0,365.0
16858.0,328.0,376.0,365.0
16908.0,328.0,377.0,365.0
16958.0,328.0,376.0,366.0
17008.0,328.0,376.0,366.0
17058.0,328.0,376.0,366.0
17108.0,328.0,376.0,366.0
17158.0,328.0,376.0,366.0
17208.0,328.0,376.0,366.0
17258.0,328.0,376.0,366.0
17308.0,328.0,376.0,367.0
17358.0,328.0,375.0,367.0
17408.0,328.0,375.0,367.0
17458.0,328.0,376.0,367.0
17508.0,328.0,375.0,367.0
17558.0,328.0,375.0,367.0
17608.0,328.0,375.0,367.0
17658.0,328.0,375.0,367.0
17708.0,328.0,375.0,368.0
17758.0,328.0,375.0,368.0
17808.0,328.0,375.0,367.0
17858.0,328.0,375.0,368.0
17908.0,328.0,375.0,368.0
Time,xOut,yOut,zOut
50.0,329.0,371.0,373.0
100.0,329.0,371.0,372.0
150.0,329.0,370.0,373.0
200.0,329.0,370.0,373.0
250.0,329.0,371.0,373.0
300.0,329.0,371.0,374.0
350.0,329.0,370.0,373.0
400.0,329.0,370.0,373.0
450.0,329.0,370.0,373.0
500.0,329.0,370.0,373.0
550.0,329.0,370.0,373.0
600.0,329.0,371.0,373.0
650.0,329.0,370.0,373.0
700.0,329.0,371.0,373.0
750.0,329.0,370.0,373.0
800.0,329.0,370.0,373.0
850.0,329.0,370.0,373.0
900.0,329.0,370.0,373.0
950.0,329.0,371.0,373.0
1000.0,329.0,371.0,373.0
1050.0,329.0,371.0,373.0
1100.0,329.0,371.0,373.0
1150.0,329.0,371.0,373.0
1200.0,329.0,370.0,373.0
1250.0,329.0,370.0,373.0
1300.0,329.0,370.0,373.0
1350.0,329.0,371.0,373.0
1400.0,329.0,371.0,373.0
1451.0,329.0,370.0,373.0
1501.0,329.0,371.0,373.0
1551.0,329.0,370.0,373.0
1601.0,329.0,370.0,373.0
1651.0,329.0,371.0,373.0
1701.0,329.0,371.0,373.0
1751.0,329.0,370.0,373.0
1801.0,329.0,370.0,373.0
1851.0,329.0,371.0,373.0
1901.0,329.0,371.0,373.0
1951.0,329.0,370.0,373.0
2001.0,329.0,370.0,374.0
2051.0,329.0,370.0,373.0
2101.0,329.0,370.0,374.0
2151.0,328.0,371.0,373.0
2201.0,329.0,370.0,373.0
2251.0,329.0,370.0,373.0
2301.0,329.0,370.0,373.0
2351.0,328.0,371.0,373.0
2401.0,329.0,370.0,372.0
2451.0,328.0,370.0,372.0
2501.0,329.0,371.0,372.0
2551.0,328.0,370.0,374.0
2601.0,329.0,370.0,372.0
2651.0,329.0,370.0,372.0
2701.0,329.0,372.0,374.0
2751.0,329.0,372.0,374.0
2801.0,329.0,369.0,373.0
2851.0,329.0,370.0,373.0
2902.0,329.0,371.0,374.0
2952.0,338.0,348.0,396.0
3002.0,331.0,408.0,379.0
3052.0,334.0,346.0,360.0
3102.0,316.0,343.0,379.0
3152.0,337.0,399.0,390.0
3202.0,317.0,342.0,395.0
3252.0,337.0,370.0,391.0
3302.0,312.0,343.0,394.0
3352.0,323.0,342.0,388.0
3402.0,331.0,338.0,391.0
3452.0,339.0,338.0,385.0
3502.0,331.0,336.0,388.0
3552.0,332.0,328.0,396.0
3602.0,333.0,341.0,394.0
3652.0,331.0,331.0,392.0
3702.0,339.0,323.0,399.0
3752.0,333.0,320.0,389.0
3802.0,334.0,332.0,389.0
3852.0,338.0,317.0,388.0
3902.0,336.0,324.0,391.0
3952.0,336.0,315.0,391.0
4002.0,334.0,325.0,388.0
4052.0,337.0,324.0,390.0
4102.0,337.0,314.0,392.0
4152.0,335.0,327.0,390.0
4202.0,334.0,319.0,392.0
4252.0,341.0,320.0,389.0
4302.0,335.0,312.0,390.0
4352.0,332.0,320.0,393.0
4402.0,334.0,316.0,393.0
4452.0,336.0,313.0,392.0
4502.0,331.0,311.0,389.0
4552.0,333.0,311.0,391.0
4602.0,334.0,317.0,389.0
4652.0,331.0,316.0,392.0
4702.0,334.0,314.0,390.0
4752.0,335.0,315.0,390.0
4802.0,332.0,316.0,390.0
4852.0,334.0,316.0,390.0
4902.0,336.0,318.0,391.0
4952.0,333.0,319.0,390.0
5002.0,332.0,316.0,391.0
5052.0,331.0,315.0,390.0
5102.0,333.0,319.0,391.0
5152.0,333.0,314.0,392.0
5202.0,332.0,318.0,391.0
5252.0,334.0,318.0,391.0
5302.0,330.0,314.0,391.0
5352.0,331.0,317.0,390.0
5402.0,331.0,315.0,390.0
5452.0,333.0,316.0,392.0
5502.0,334.0,317.0,392.0
5552.0,333.0,315.0,391.0
5602.0,333.0,315.0,391.0
5652.0,335.0,313.0,390.0
5702.0,335.0,316.0,390.0
5752.0,333.0,318.0,392.0
5803.0,332.0,313.0,392.0
5853.0,334.0,317.0,391.0
5903.0,331.0,315.0,391.0
5953.0,335.0,316.0,390.0
6003.0,332.0,316.0,391.0
6053.0,333.0,315.0,390.0
6103.0,336.0,318.0,390.0
6153.0,335.0,316.0,392.0
6203.0,335.0,315.0,392.0
6253.0,331.0,316.0,392.0
6303.0,334.0,314.0,391.0
6353.0,335.0,315.0,392.0
6403.0,337.0,315.0,391.0
6453.0,333.0,315.0,392.0
6503.0,335.0,315.0,391.0
6553.0,332.0,314.0,392.0
6603.0,334.0,314.0,391.0
6653.0,334.0,316.0,391.0
6703.0,335.0,315.0,391.0
6753.0,335.0,314.0,392.0
6803.0,333.0,315.0,393.0
6853.0,335.0,315.0,392.0
6903.0,332.0,312.0,396.0
6953.0,334.0,303.0,393.0
7003.0,334.0,312.0,393.0
7053.0,335.0,314.0,391.0
7103.0,334.0,313.0,391.0
7153.0,331.0,315.0,393.0
7203.0,334.0,314.0,391.0
7254.0,336.0,315.0,391.0
7304.0,334.0,316.0,392.0
7354.0,335.0,316.0,392.0
7404.0,330.0,321.0,388.0
7454.0,329.0,329.0,393.0
7504.0,319.0,352.0,391.0
7554.0,325.0,310.0,393.0
7604.0,342.0,335.0,383.0
7654.0,305.0,362.0,417.0
7704.0,406.0,370.0,354.0
7754.0,331.0,372.0,373.0
7804.0,333.0,413.0,386.0
7854.0,332.0,356.0,406.0
7904.0,325.0,370.0,380.0
7954.0,325.0,348.0,397.0
8004.0,324.0,369.0,379.0
8054.0,325.0,369.0,372.0
8104.0,319.0,367.0,379.0
8154.0,324.0,380.0,369.0
8204.0,319.0,382.0,368.0
8254.0,313.0,377.0,364.0
8304.0,327.0,367.0,373.0
8354.0,326.0,373.0,365.0
8404.0,329.0,380.0,365.0
8454.0,325.0,377.0,362.0
8504.0,324.0,383.0,360.0
8554.0,305.0,381.0,367.0
8604.0,317.0,384.0,348.0
8654.0,311.0,378.0,350.0
8704.0,314.0,381.0,347.0
8754.0,323.0,395.0,353.0
8804.0,319.0,385.0,350.0
8854.0,317.0,388.0,354.0
8904.0,318.0,375.0,361.0
8954.0,320.0,386.0,352.0
9004.0,321.0,379.0,358.0
9054.0,322.0,386.0,354.0
9104.0,320.0,384.0,359.0
9154.0,321.0,384.0,359.0
9204.0,319.0,383.0,358.0
9254.0,322.0,382.0,359.0
9304.0,321.0,382.0,356.0
9354.0,318.0,384.0,354.0
9404.0,316.0,379.0,356.0
9454.0,315.0,382.0,357.0
9504.0,313.0,382.0,356.0
9554.0,313.0,377.0,358.0
9604.0,313.0,381.0,359.0
9654.0,313.0,387.0,359.0
9704.0,311.0,387.0,353.0
9754.0,308.0,382.0,364.0
9804.0,307.0,382.0,340.0
9854.0,312.0,392.0,344.0
9904.0,331.0,351.0,327.0
9954.0,293.0,405.0,320.0
10004.0,303.0,384.0,332.0
10054.0,302.0,396.0,320.0
10104.0,341.0,333.0,306.0
10155.0,303.0,382.0,344.0
10205.0,298.0,390.0,322.0
10255.0,307.0,381.0,317.0
10305.0,313.0,393.0,312.0
10355.0,300.0,382.0,315.0
10405.0,313.0,382.0,307.0
10455.0,312.0,383.0,297.0
10505.0,304.0,361.0,285.0
10555.0,324.0,373.0,276.0
10605.0,311.0,355.0,279.0
10655.0,292.0,366.0,280.0
10705.0,301.0,349.0,274.0
10755.0,285.0,347.0,283.0
10805.0,276.0,358.0,272.0
10855.0,287.0,326.0,283.0
10905.0,296.0,341.0,276.0
10955.0,300.0,352.0,268.0
11005.0,296.0,328.0,272.0
11055.0,305.0,340.0,272.0
11105.0,305.0,332.0,265.0
11155.0,306.0,345.0,271.0
11205.0,306.0,333.0,266.0
11255.0,298.0,328.0,269.0
11305.0,303.0,330.0,267.0
11355.0,299.0,323.0,268.0
11405.0,310.0,329.0,264.0
11455.0,310.0,327.0,266.0
11505.0,307.0,323.0,267.0
11555.0,316.0,328.0,260.0
11606.0,313.0,326.0,267.0
11656.0,309.0,322.0,267.0
11706.0,316.0,332.0,264.0
11756.0,299.0,323.0,265.0
11806.0,315.0,331.0,263.0
11856.0,308.0,323.0,263.0
11906.0,309.0,325.0,266.0
11956.0,320.0,322.0,264.0
12006.0,311.0,325.0,265.0
12056.0,314.0,325.0,264.0
